"Points earned when referred friend orders.","Points fidélité acquis lors de parrainage, lorsque le filleul commande pour la première fois."
"Referral child points","Points fidélité filleul"
"Points earned by referred friend for first order.","Points fidélité gagnés par les filleul, lors de sa première commande."
"Select email template (Referral subscribe)","Choix du template email par défaut (Email filleul)"
"Select email template (Referral confirm)","Choix du template email par défaut (Email 1ère commande filleul)"
"Referrals","Programme parrainage"
"Catalog point rules","Règles de points catalogue"
"Cart point rules","Règles de points panier"
"Order details","Information commande"
"Customer ID","ID Client"
"Store ID","ID Boutique"
"Points are","Les points sont"
"Order ID","ID Commande"
"Points Spent","Points dépensés"
"Related to Order ID","Liés à une commande"
"Not related to Order ID","Non liés à une commande"
"Registration points","Points inscriptions"
"Points earned upon customer registration.","Points acquis lors des inscriptions de clients."
"This shopping cart is worth %s loyalty point(s).","Ce panier vous rapporte %s point(s) de fidélité."
"You have %d loyalty point(s) available.","Vous disposez de %d point(s) de fidélité."
"To get a discount you need at least %d loyalty point(s).","Pour obtenir une remise, vous devez disposer au minimum de %d point(s) de fidélité."
"Enter quantity of loyalty point(s) you want to use.","Veuillez entrer la quantité de point(s) que vous souhaitez utiliser."
"%d loyalty point(s)","%s point(s) de fidélité"
"You are currently using %d point(s) of your %d loyalty point(s) available.","Vous utilisez actuellement %d points de fidélité sur un total de %d."
"Not enough points available.","Vous n'avez pas assez de points disponible."
"The minimum required points is not reached.","Le minimum des points à utiliser n'a pas été ateint."
"Amount of points wrongly used.","Le nombre de point(s) utilisé de manière incorrecte."
"Please enter a valid email address.","Veuillez entrer une adresse email valide."
"Please enter your friend name.","Veuillez entrer le nom du filleul."
"This email has been already submitted.","Cette adresse email a déjà été utilisée."
"This email was successfully invited.","Email envoyé au filleul avec succès."
"There was a problem with the invitation.","Il y a eu un problème avec votre invitation."
"Referral","Parrainage"
"Referred Friends","Parrainage"
"Friend's name","Nom de votre ami(e)"
"Friend's email address","Adresse email de votre ami(e)"
"* Required Fields","* Champs requis"
"Refer a friend","Parrainez vos ami(e)s"
"Full Name","Nom"
"Email","Adresse email"
"Coupon codes restriction","Restriction code promo"
"If yes, customers will not be able to use coupon codes and reward points at the same time within an order.","Si oui, les clients ne peuvent pas utiliser les codes promos et des points fidélité en même temps."
"With this product, you earn <span id='j2t-pts'>%d</span> loyalty point(s).","Ce produit vous rapporte <span id='j2t-pts'>%d</span> point(s) fidélité."
"Registered?","Enregistré?"
"First order?","Permier achat?"
"Show referral link","Montrer le lien parrainage"
"Show refer a friend link in user account.","Montrer le lien parrainage au niveau du compte utilisateur."
"Apply store scope","Restriction magasin"
"If yes, the points collected will be available only for the store where the points were earned.","Si activé, empèche l'utilisation de points de magasin en magasin. Les points acquis dans un magasin ne peuvent pas être utilisés dans un autre magasin."
"Client points","Points client"
"Type of points","Type de points"
"Type of point","Type de point"
"Points added","Points acquis"
"Points used","Points utilisés"
"Valid until","Date limite de validité"
"Order: %s", "Commande : %s"
"Referral order state: %s","Statut de la commande du filleul : %s"
"Order state: %s","Statut de la commande : %s"
"Customer email","Email client"
"Accumulated points","Points accumulés"
"Spent points","Points utilisés"
"Admin Gift","Don administrateur"
"Parent email","Email parrain"
"Referred email","Email filleul"
"Referred Name","Nom filleul"
"Status", "Etat"
"Has ordered", "A commandé"
"Waiting for order", "En attente de commande"
"Name","Nom"
"Rule details","Détail de la règle"
"Rule Name","Nom de la règle"
"To Date","Date de fin"
"Type of rule","Type de règle"
"Cart amount","Montant panier"
"Product sku","SKU produit"
"Rule condition","Conditions de la règle"
"Operator","Operateur"
"Between","Compris entre"
"Test value","Valeur de test"
"From","De"
"To","À"
"Points to be earned","Points à récolter"
"Status","État"
"Inactive","Inactif"
"Active","Actif"
"Automatic use of points","Utilisation automatique des points"
"Use maximum amount of point while in shopping cart.","Utilisation automatique de tout les points disponibles"
"Referral order state : %s","Etat commande filleul : %s"
"Order state : %s","Etat commande : %s"
"new","Nouveau"
"processing","En cours de traitement"
"complete","Terminé"
"Points per validated review","Points avis clients validés"
"Points the customer get while sending a valid review.","Points gagné par le client par avis consomateur valide posté."
"Review points","Points avis client"
"User location","Adresse client"
"User post code","Code postal utilisateur"
"User region","Région"
"User country","Pays utilisateur"
"Cart Attributes","Attributs panier"
"Action Type","Type d'action"
"Don't process points","Ne pas traiter la remise de points"
"Add / remove points","Ajout / suppression des points"
"Points validity duration","Durée de validité des points"
"Points validity duration in days (use 0 for unlimited).","Durée de validité des points en nombre de jours (0 pour illimité)"
"Maximum points collected per order","Maximum points collectés commande"
"Maximum points to be collected per order (use 0 for unlimited).","Maximum des points qu'un client peut collecter durant une commande (0 pour illimité)."
"Maximum points used per order","Maximum points utilisés par commande"
"Maximum points to be used per order (use 0 for unlimited).","Maximum des points qu'un client peut utiliser durant une commande (0 pour illimité)."
"You tried to use %s loyalty points, but you can use a maximum of %s points per shopping cart.","Vous voulez utiliser %s points fidélités, mais pour ce panier, vous êtes limité à %s points."
"Registration/Referral points","Points enregistrement/programme parrainage"
"Points gathered / unit of money spent","Points / unité de monnaie"
"Points to obtain 1 unit of money","Unité de monnaie / Points"
"Permanent Link","Lien permanent"
"Share the following link with your friends: <br /><strong>%s</strong>","Partagez le lien suivant avec vos amis : <br /><strong>%s</strong>"
"Share referring link","Partagez le lien de référencement"
"Great deals here!","Bonnes affaires!"
"Visit this for great deals!","Veuillez suivre ce lien pour faire de bonnes affaires!"
"Show referral permanent link","Montrer le lien permanent parrainage"
"This will allow customers to share permanent their permanent link to refer friends.","Donne au client la possibilité de visualiser le lien permanent permettant le parrainage."
"Share with addthis","Partage à l'aide d'addthis"
"Allow customers to share permanent link using addthis. Visit addthis.com to create an account.","Donne au client la possibilité de partager le lien permanent avec addthis. Visitez addthis.com pour ouvrir un compte."
"addthis account name","addthis : nom du compte"
"Sharing title (may not be used)","Titre à utiliser pour le partage (peut être inutilisé)"
"Sharing text (may not be used)","Texte à utiliser pour le partage (peut être inutilisé)"
"For any first valid order placed by referred friend, you earn: <strong>%s points</strong>","Pour tout première commande valide passée par votre filleul, vous remportez : <strong>%s points</strong>"
"For any first valid order placed by referred friend, your friend gets: <strong>%s extra points</strong>","Pour tout première commande valide passée par votre filleul, celui-ci remporte : <strong>%s points</strong>"
"Attribute restriction","Restriction d'attribut"
"Only process points when reward_points attribute is filled (reward_points attribute needs to be created and must containt integer).","Ne traiter les points des produits comportant l'attribut reward_points (cet attribut doit être de type numérique)."
"Include tax in reward point discounts (only when customer tax applied before discount in customer tax tab).","Inclure la TVA sur les prix remisés (fonctionne que lorsque la tva est appliqué sur les produits avant remise)."
"Include Tax","Inclure la TVA"
"Include shipping","Include frais de port"
"Include shipping price in discount (only for magento 1.4.x or greater).","Include les frais de port dans les remises (uniquement pour magento > 1.4.x)."
"Math method applied to point calculation. (For exact point value, round up method might be used when necessary.)","Méthode appliqué aux calculs des points conportant des virgules. (Si le choix est 'valeur exacte', l'arrondie suppérieur peut être utilisé dans certain cas.)"
"Process currency rate","Utilisation taux conversion"
"Use currency exchange rate while calculating points & discount (default magento base currency is used).","Utilisation des taux de conversion dans les calculs de points et de remises (le taux de base est celui utilisé dans magento par défaut)."
"Use slider","Utiliser le slider"
"Use slider to specify points.","Utiliser le slider pour spécifier les points."
"Slide to specify the amount of points to be used.","Glissez pour spécifier les points à utiliser."
"%s credit points","%s points fidélité"
"Minimum points balance to apply","Minimum à acquérir pour utilisation"
"The minimum amount of points a customer must have to be able to use at checkout (use 0 for no-limit).","Le nombre de points minimum qu'un client doit posséder pour utilisation lors d'une commande (0 pour ne pas appliquer de limites)."
"You must have at least %s point(s) to apply points.","Vous devez posséder au minimum %s point(s) pour les utiliser."
"You haven't invited any friend.","Vous n'avez invité aucun filleul."
"Validity status field","Champs de statut de validité"
"Only for magento 1.4.x or greater. Order status database field used (modify this only if you know what you are doing).","Pour magento >= 1.4.x uniquement. Champs statut commande utilisé en base de données (ne modifier que si vous savez ce que vous faites)."
"Valid statuses","Statuts valides"
"Order status database field used when checking points validity (modify this only if you know what you are doing).","Statuts de commande utilisés pour valider des points (ne modifier que si vous savez ce que vous faites)."
"Points availability delay","Délai mise à disposition"
"Delaying the points availability (use 0 for no-delay).","Instaure un délai dans la mise à disposition des points (utiliser 0 pour aucun délai)."
"Referral Email Sender","Expéditeur email parrainage"
"Referral confirmation Email Sender","Expéditeur email confirmation parrainage"
"Design and Graphics","Graphiques et Gabarits"
"Setup graphic design of the module","Mise en place des graphiques du module"
"Small inline image","Petite image"
"Big inline image","Grande image"
"Show small image","Montrer petites images"
"Show small inline image on product views.","Affiche les petites images sur les pages produits."
"Show big image","Montrer petites images"
"Show big image on shopping cart area.","Affiche la grande image sur la page panier."
"Email notification","Notification Email"
"Email sent before points expiring","Email envoyé avant la date d'expiration des points"
"In days.","Exprimé en nombre de jours."
"Number of days before points expiring","Nombre de jours avant expiration des points"
"Email Sender notification","Expéditeur email de notification"
"Add/Remove points","Ajout/Retrait de points"
"Points Balance","Balance des points"
"You also have %s expired points.","Vous avez aussi %s points expirés"
"Turbo Mode","Mode Turbo"
"Note that guest orders do not allow referral points to be collected.","Veuillez noter que les commandes invités ne sont pas pris en considération par le système."
"Unable guest orders","Désactiver les commandes invités"
"Unable guest orders when customer orders from referral url/email.","Désactiver les commandes invités lorsque le client à cliqué sur un lien de parrainage."
"Turbo Mode allow performance increases within cart process and customer account dashboard.","Le Mode Turbo permet une accélération des accès en bases lors des processus de commandes et de visualisation du tableau de bord client."
"Step multiplier","Multiplicateur paliers"
"Multiplier for the step value. e.g. if the multiplier is 10 and step value 20, the steps will be: 20, 200, 2000, etc. Default value is 1.","Multiplicateur de la valeur étape. par exemple Si le multiplicateur est de 10 et 20 valeur de l'étape, les étapes seront les suivantes: 20, 200, 2000, etc. La valeur par défaut est de 1."
"Show onepage checkout summary","Voir résumé de points."
"Show summary of point usage within onepage checkout review (compatible with magento 1.4.x or greater).","Voir le résumé des points lors de la finalisation de commande (one page checkout). Compatible seulement pour magento 1.4.x ou suppérieur."
"Review your <a href='%s'>shopping cart</a> to apply or modify points usage.","Modifiez votre <a href='%s'>panier</a> pour modifier l'utilisation de vos points."
"* Points are gathered only for registered clients.","* L'accumulation des points se fait que pour les clients enregistré sur notre site."
