"Exclude (comma separated)","不含(逗号分开)"
"Exclude","不含"
"Expiration Date","有效期"
"Expiration Date: %s/%s","有效期：%s/%s"
"Export CSV","导出 CSV"
"Export Filters","导出条件"
"Export to:","导出到："
"Export","导出"
"Export:","导出："
"Extension Name","扩展名"
"Extension","扩展名"
"Extensions","扩展名"
"FTP Host[:Port]","FTP 主机[:端口]"
"Failed to add a product to cart by id ""%s""","按序号 ""%s"" 添加商品到购物车失败"
"Failed to load %1$s.xml or %1$s.ser","加载 %1$s.xml 或 %1$s.ser 失败"
"Field Mapping","字段映射"
"Field","字段"
"File Information","文件信息"
"File name:","文件名："
"File size should be more than 0 bytes","文件要大于0字节"
"File","文件"
"Final Price","最终价格"
"Finished items creation.","Finished items creation."
"Finished profile execution.","完成运行概要档案。"
"First Name","名字"
"First Name:","名字："
"Firstname","名字"
"Fixed","固定"
"Flat Catalog Category rebuild error","Flat Catalog Category rebuild error"
"Flat Catalog Category was rebuilt successfully","Flat Catalog Category was rebuilt successfully"
"Flat Catalog Product rebuild error. Please try again later","Flat Catalog Product rebuild error. Please try again later"
"Flat Catalog Product was rebuilt successfully","Flat Catalog Product was rebuilt successfully"
"Flush Cache Storage","清空缓存存储区"
"Flush Catalog Images Cache","清空目录图片缓存"
"Flush JavaScript/CSS Cache","清空JavaScript/CSS缓存"
"Flush Magento Cache","清空系统缓存"
"For category","用于分类"
"For latest version visit: %s","要了解最新版本信息，请访问: %s"
"For product","用于商品"
"Forgot your password?","忘记您的密码了？"
"Forgot your user name or password?","忘记您的用户名或密码了？"
"From","从"
"Gb","Gb"
"General Information","基本信息"
"General Section","基本单元"
"Get Image Base64","获取图片 Base64"
"Get help for this page","查看本页面的帮助"
"Global Attribute","全局属性"
"Global Record Search","全站搜索"
"Global Search","全站搜索"
"Go Today","转至当前日期"
"Google Base Items","Google Base 记录"
"Google Base","Google Base"
"Grand Total","金额"
"Grid (default) / List","网格(缺省)/列表"
"Grid only","仅网格"
"Group:","分组："
"Guest","访客"
"HTTP (unsecure)","HTTP (不安全)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs",""
"Home","首页"
"ID Path","编号路径"
"ID","编号"
"IP Address","IP 地址"
"Ignore","忽略"
"Image cache was cleared successfully","成功清除图片缓存"
"Images (.gif, .jpg, .png)","图片 (.gif, .jpg, .png)"
"Images Cache","图片缓存"
"Images","图片"
"Import Service","导入服务"
"Import","导入"
"Import/Export Advanced","高级导入/导出"
"Import/Export Profile","导入/导出概要档案"
"Import/Export","导入/导出"
"Imported <strong>%s</strong> records","导入<strong>%s</strong>个记录"
"In Database:","在数据库："
"In File:","在文件："
"In","货币"
"Inactive","禁用"
"Incl. Tax","含税"
"Include","含"
"Include in Navigation Menu","包含在导航菜单中"
"Incoming Message","收到的消息"
"Index Description","索引描述"
"Index Management","索引管理"
"Index Mode","索引方式"
"Index Name","索引名称"
"Index Process Information","索引进程信息"
"Index was saved successfully.","索引保存成功"
"Index","索引"
"Individual Item","单件商品"
"Install Package File","安装打包文件"
"Install","安装"
"Installed As","安装为"
"Installed Extension Info","已安装插件的信息"
"Installed Version","已安装版本"
"Installing $pkg, please wait...","正在安装$pkg，请稍候..."
"Installing selected packages, please wait...","正在安装所选包，请稍候..."
"Instant Payment Notification (IPN)","及时付款通知 (IPN)"
"Interactive","交互式"
"Interface Locale: %s","界面语言：%s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","指定的导入服务不正确"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","POST 数据不正确（请检查 php.ini 中 post_max_size 和 upload_max_filesize 设置）"
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid URL","网址不正确"
"Invalid Username or Password.","用户名或密码不正确。"
"Invalid directory: %s","目录不正确：%s"
"Invalid file: %s","文件不正确：%s"
"Invalid input data for %s => %s rate","输入的 %s => %s 比率数据不正确"
"Invalid input:","输入不正确："
"Invalid parrent block for this block","此方框的父母方框错误"
"Invalid section value","单元值不正确"
"Invalid store value","商店值不正确"
"Invalid website value","网址值不正确"
"Inventory Stock Status","Inventory Stock Status"
"Invoice #%s comment added","发票%s增加了新备注"
"Invoice #%s created","生成发票%s"
"Invoice History","发票记录"
"Invoice Totals","发票总计"
"Invoice and shipment was successfully created.","成功建立了单据和运输"
"Invoice cancel error.","发票取消出现错误"
"Invoice capture error","发票自动生成出现错误"
"Invoice void error","将发票作废出现错误"
"Invoice was successfully canceled.","成功取消发票"
"Invoice was successfully captured","成功生成发票"
"Invoice was successfully created.","成功创建发票"
"Invoice was successfully voided","成功将发票作废"
"Is Anchor","设定为锚点"
"Issue Number","发行号码"
"Issuer: %s","发行者: %s"
"Items to merge","Items to merge"
"Items","件数"
"Kb","字节"
"Last 24 hours","最近24小时"
"Last 5 Orders","最近5个订单"
"Last 5 Search Terms","最近5个搜索关键词"
"Last 7 days","最近7天"
"Last Logged In (%s):","上次登录时间 (%s):"
"Last Logged In:","最近登录："
"Last Month","最近1个月"
"Last Name","姓氏"
"Last Name:","姓氏："
"Lastname","姓氏"
"Latest Message:","最新消息："
"Layered Navigation Indices was refreshed successfully","成功刷新分层导航索引"
"Layered Navigation Indices were refreshed successfully","成功刷新分层导航索引"
"Layered Navigation Indices","分层导航索引"
"Layered Navigation indexing queue cancelled","分层导航索引队列已取消"
"Layered Navigation indexing queued","分层导航索引进入队列"
"Layered Navigation process queued to be killed","分成导航进程进入终止队列"
"Leave empty to use tax identifier","放空则使用税率标识符"
"Level","水平"
"License URI","许可 URI"
"License","许可"
"License:","许可："
"Lifetime Sales","累计订单金额"
"Links","链接"
"List (default) / Grid","列表(缺省)/网格"
"List only","仅列表"
"Load Template","加载模板"
"Load default template","加载缺省模板"
"Load local Package","加载本地安装包"
"Loading...","加载中..."
"Local Server","本地服务器"
"Local/Remote Server","本地/远程服务器"
"Locale","语言"
"Log Out","退出"
"Log in to Admin Panel","登录管理面板 - <a href='http://www.needtool.com/' target='_blank'>利拓电商</a>"
"Log into Magento Admin Page","登录 Magento 管理页面"
"Logged in as %s","登录用户 %s <a href='http://www.needtool.com/' target='_blank'>技术支持</a>"
"Login","登录"
"MAJOR","重要"
"MINOR","次要"
"MS Excel XML","微软 Excel XML"
"Magento Admin","管理"
"Magento Commerce - Administrative Panel","利拓电商 - 管理面板"
"Magento Connect Manager","连接管理器"
"Magento Connect","Magento 连接"
"Magento Logo","Magento 标志"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","&copy; 利拓电商技术支持,版权所有. Magento 是 Irubin Consulting Inc. DBA Varien 的注册商标。版权所有 &copy; %s Irubin Consulting Inc."
"Magento ver. %s","版本 %s (<a href='http://www.needtool.com/' target='_blank'>利拓电商技术支持</a>)"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","中文化由利拓电商提供,版权所有. <br/>Magento&trade; 是 Irubin Consulting Inc. DBA Varien 的注册商标。<br/>版权所有 &copy; %s Irubin Consulting Inc."
"Maintainers","维护"
"Manage Currency Rates","管理货币汇率"
"Manage Customers","管理客户"
"Manage Installed Extensions","管理已安装插件"
"Manage Ratings","管理评价"
"Manage Stores","管理商店"
"Manage osCommerce Orders","管理 osCommerce 订单"
"Manage osCommerce Profiles","管理 osCommerce 概要档案"
"Mapping Configuration","Mapping Configuration"
"Matched expression","匹配表达式"
"Max","最多"
"Maximum","最多"
"Mb","Mb"
"Media (.avi, .flv, .swf)","多媒体 (.avi, .flv, .swf)"
"Merge Now","Merge Now"
"Messages Inbox","信息收件箱"
"Min","最少"
"Minimum","最少"
"Module version conflict!","模块版本冲突!"
"Month","月份"
"Most Viewed Products","最多查看商品"
"Multiple Select","多选"
"My Account","我的帐户"
"N/A","不适用"
"NOTICE","通告"
"Name on Card","持卡人姓名"
"Name on the Card: %s","持卡人姓名：%s"
"Name","名字"
"Name:","名字:"
"New Accounts","新建帐号"
"New Api Key","新 Api 密钥"
"New Customers","新客户"
"New Email Template","新的邮件模板"
"New Extension","新的插件"
"New Item Type","新记录类型"
"New Password","新的密码"
"New Profile","新建概要档案"
"New Store View","新建商店视图"
"New System Template","新建系统模板"
"New Tag","新建标签"
"New Template","新建模板"
"New User","新建用户"
"New Website","新建网站"
"New admin password","新的管理员密码"
"Next month (hold for menu)","下一月 （按住弹出菜单）"
"Next page","下一页"
"Next year (hold for menu)","下一年 （按住弹出菜单）"
"No (price without tax)","否(价格不含税)"
"No Data Found","没有数据"
"No Extensions Found","没有找到插件"
"No Templates Found","没有找到模板"
"No change","不做更改"
"No profile loaded...","没有加载概要档案..."
"No profile","没有概要档案"
"No records found for this period.","该时间段内没有找到记录。"
"No records found.","没有数据"
"No search keywords.","没有搜索关键词。"
"No search modules registered","没有注册的搜索模块"
"No","否"
"None","无"
"Note:","说明："
"Notes","备注"
"Notes:","备注："
"Number of Orders","订单数量"
"Number of Use","使用次数"
"Number of Uses","使用次数"
"Number of records:","记录条数："
"Old rate:","原来税率："
"One of options row has error","其中一行选项有错误"
"One or more of the Indexes are not up to date:","部份索引未更新:"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","仅""全站""属性、输入类型""下拉菜单""和用于创建可配置商品""是"" 可用。"
"Only mapped fields","仅映射字段"
"Optional","可选"
"Options","选项"
"Order #%s (%s)","订单号%s (%s)"
"Order #%s","订单号%s"
"Order Totals","订单总额"
"Order confirmation email not sent","没有发送订单确认邮件"
"Order confirmation email sent","订单确认邮件已发送"
"Order not longer exist","订单不再存在"
"Order not longer exist.","订单不再存在"
"Orders","订单"
"Original Magento attribute names in first row:","第一行的原有属性名称："
"PEAR Configuration was successfully saved","成功保存PEAR设置"
"PEAR Console","PEAR 控制面板"
"PEAR config","PEAR 设置"
"PHP Version","PHP 版本"
"Package %s data was successfully loaded","成功加载安装包%s的内容"
"Package Extensions","插件打包"
"Package File Name","安装包文件名"
"Package Info","安装包信息"
"Package Information","安装包信息"
"Package","安装包"
"Packages","安装包"
"Page","页次"
"Parent Product Thumbnail","上级商品缩略图"
"Passive mode","被动模式"
"Password Confirmation","密码确认"
"Password","密码"
"Password:","密码："
"Path","路径"
"Path:","路径："
"PayPal Email","PayPal 电子邮件"
"Payment Data Transfer (PDT)","支付数据传送 (PDT)"
"Payment method must be specified","必须指定支付方式"
"Pending Tags","等待中的标签"
"Pending installation...","安装等待中..."
"Per Item","每商品"
"Per Order","每订单"
"Percent","百分比"
"Performed At","执行时间"
"Period","区间"
"Permanent (301)","永久 (301)"
"Permissions","权限"
"Personal Information","个人信息"
"Phone:","电话："
"Please confirm site switching. All data that hasn't been saved will be lost.","请确认切换网站，所有未保存的数据将丢失。"
"Please enter 6 or more characters.","请输入6个或更多字符。"
"Please enter a number greater than 0 in this field.","请在该栏目输入大于0的数字。"
"Please enter a valid $ amount. For example $100.00.","请输入正确的金额，例如 $100.00"
"Please enter a valid URL. For example http://www.example.com or www.example.com","请输入正确的网址，例如 http://www.example.com 或 www.example.com"
"Please enter a valid URL. http:// is required","请输入正确的网址。必须带http://"
"Please enter a valid credit card number.","请输入正确的信用卡号码。"
"Please enter a valid date.","请输入正确的日期。"
"Please enter a valid email address. For example johndoe@domain.com.","请输入正确的电子邮件地址。例如 johndoe@domain.com"
"Please enter a valid number in this field.","请在该栏目输入正确的数字。"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","请输入正确的电话号码。例如 (123) 456-7890 或 123-456-7890"
"Please enter a valid social security number. For example 123-45-6789.","请输入正确的社会保险号。例如 123-45-6789"
"Please enter a valid value from list","请从列表中输入一个有效值"
"Please enter a valid value, ex: 10,20,30","请输入一个有效值, 例如：10, 20, 30"
"Please enter a valid zip code. For example 90602 or 90602-1234.","请输入正确的邮编。例如 90602 或 90602-1234"
"Please enter a valid zip code.","请输入正确的邮编。"
"Please enter valid password.","请输入正确的密码。"
"Please fill in 'email' field.","请填写'电子邮件'栏目。"
"Please make sure that all global admin search modules are installed and activated.","请确认所有的整站管理员搜索模块已安装并激活。"
"Please make sure that your changes were saved before running the profile.","运行概要档案前，请确认已保存编辑。"
"Please make sure your passwords match.","请确认密码一致。"
"Please select Indexes","请选择索引"
"Please select State/Province.","请选择省份。"
"Please select a custmer","请选择客户"
"Please select a store","请选择商店"
"Please select an option.","请选择选项。"
"Please select catalog searches","请选择目录搜索"
"Please select customer(s)","请选择客户"
"Please select one of the above options.","请在上面选择。"
"Please select one of the options.","请选择。"
"Please select review(s)","请选择评论"
"Please select tag(s)","请选择标签"
"Please specify admin custom URL","请输入管理员自定URL"
"Please specify at least start or end date.","请输入至少开始或介绍日期。"
"Please use in this field only ""a-z,0-9,_"".","该栏目只能输入""a-z,0-9,_""。"
"Please use letters only (a-z) in this field.","该栏目只能输入字母(a-z)。"
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","该栏目只能输入数字，不能输入空格或点、逗号等字符。"
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","该栏目只能输入字母(a-z)或数字(0-9)，不能输入空格或其它字符。"
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","该栏目只能输入字母(a-z)、数字(0-9)、空格、或#。"
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","请用该日期格式：dd/mm/yyyy 例如 17/03/2006 表示 2006年3月17日"
"Please wait, loading...","请等待，加载中..."
"Please wait...","请等待..."
"Please, add a few answers to this poll first","请先给该投票增加选项"
"Please, select a store view","请选择商店视图"
"Please, select visible in stores to this poll first","请先给该投票设置在商店的可见性"
"Poll Manager","投票管理"
"Poll was successfully deleted","成功删除投票"
"Poll was successfully saved","成功保存投票"
"Position of Watermark for %s","%s的水印位置"
"Preferred state","首选省份"
"Preparing to change $pkg, please wait...","准备编辑$pkg，请稍候..."
"Prev. month (hold for menu)","上一月 （按住弹出菜单）"
"Prev. year (hold for menu)","上一年 （按住弹出菜单）"
"Preview Template","预览模板"
"Preview","预览"
"Previous page","前一页"
"Price alert subscription was saved successfully","成功保存价格提醒订阅"
"Price","价格"
"Price:","价格："
"Primary Billing Address","首选账单地址"
"Process Information","进程信息"
"Processed <strong>%s%% %s/%d</strong> items","Processed <strong>%s%% %s/%d</strong> items"
